game_pk,hp_umpire_id,hp_umpire_name,game_total_k
717051,503077,Adam Hamari,17
717052,605672,Jeremie Rehak,19
717053,482663,David Rackley,16
717054,427164,Andy Fletcher,16
717055,427013,Lance Barksdale,12
717056,484198,Alan Porter,15
717057,484499,Manny Gonzalez,10
717058,483912,Mike Muchlinski,26
717059,621660,Emil Jimenez,18
717060,544728,Nic Lentz,16
717061,608158,Nate Tomlinson,22
717062,605674,Ryan Wills,22
717063,545402,John Bacon,16
717064,596805,John Libka,14
717065,483630,John Tumpane,22
717066,639723,Brennan Miller,14
717067,554242,Edwin Moscoso,21
717068,484183,Cory Blaser,13
717069,427248,Dan Iassogna,18
717070,427344,Bill Miller,21
717071,427292,Ron Kulpa,17
717072,427139,Doug Eddings,19
717073,482641,Adrian Johnson,14
717074,605671,Charlie Ramos,15
717075,482631,Mike Estabrook,30
717076,598411,Nestor Ceja,21
717077,483569,Vic Carapazza,17
717078,427129,Bruce Dreckman,14
717079,573769,Jeremy Riggs,21
717080,483561,Lance Barrett,18
717081,644760,Adam Beck,20
717082,490319,Jordan Baker,18
717083,427128,Rob Drake,18
717084,427197,Chris Guccione,13
717085,428442,James Hoye,16
717086,623946,Malachi Moore,24
717087,431232,Chad Fairchild,18
717088,427113,Laz Diaz,17
717089,521051,Nick Mahrley,18
717090,596740,Jansen Visconti,24
717091,573596,Pat Hoberg,19
717092,594151,Ramon De Jesus,15
717093,573597,Gabe Morales,20
717094,607884,Paul Clemons,14
717095,427554,Jim Wolf,14
717096,658292,Derek Thomas,20
717097,577468,Roberto Ortiz,25
717098,427243,Marvin Hudson,17
717099,503586,Tripp Gibson,18
717100,596809,Ryan Additon,18
717101,608093,Junior Valentine,30
717102,503493,Sean Barber,16
717103,483564,Dan Bellino,22
717104,623949,Clint Vondrak,24
717105,608158,Nate Tomlinson,22
717106,503077,Adam Hamari,15
717107,605672,Jeremie Rehak,16
717108,521889,Stu Scheurwater,18
717109,511890,Quinn Wolcott,18
717110,427220,Angel Hernandez,23
717111,489985,Chad Whitson,15
717112,545402,John Bacon,19
717113,427362,Jeff Nelson,10
717114,544728,Nic Lentz,18
717115,427533,Mark Wegner,14
717116,482663,David Rackley,16
717117,605670,Dan Merzel,20
717118,621660,Emil Jimenez,22
717119,427053,Mark Carlson,14
717120,596805,John Libka,15
717121,503502,Ryan Blakney,14
717122,575629,Shane Livensparger,19
717123,521251,Ben May,16
717124,483912,Mike Muchlinski,23
717125,427344,Bill Miller,13
717126,605673,Alex Tosi,20
717127,490319,Jordan Baker,12
717128,483569,Vic Carapazza,19
717129,427248,Dan Iassogna,10
717130,482641,Adrian Johnson,19
717131,554242,Edwin Moscoso,16
717132,427129,Bruce Dreckman,14
717133,573769,Jeremy Riggs,20
717134,605671,Charlie Ramos,16
717135,483919,Mark Ripperger,15
717136,427128,Rob Drake,13
717137,427013,Lance Barksdale,15
717138,427413,Tony Randazzo,16
717139,427286,Brian Knight,17
717140,427044,CB Bucknor,15
717141,483630,John Tumpane,16
717142,429805,Todd Tichenor,14
717143,427197,Chris Guccione,17
717144,607884,Paul Clemons,25
717145,503490,Chris Segal,15
717146,658292,Derek Thomas,23
717147,427093,Phil Cuzzi,16
717148,427537,Hunter Wendelstedt,7
717149,521051,Nick Mahrley,25
717150,427554,Jim Wolf,22
717151,644760,Adam Beck,15
717152,503077,Adam Hamari,18
717153,503586,Tripp Gibson,23
717154,504381,Will Little,12
717155,427362,Jeff Nelson,19
717156,427243,Marvin Hudson,16
717157,503493,Sean Barber,15
717158,608158,Nate Tomlinson,23
717159,483564,Dan Bellino,20
717160,623946,Malachi Moore,19
717161,482666,D.J. Reyburn,18
717162,427220,Angel Hernandez,11
717163,608093,Junior Valentine,15
717164,573597,Gabe Morales,10
717165,431232,Chad Fairchild,13
717166,577468,Roberto Ortiz,17
717167,623949,Clint Vondrak,19
717168,621660,Emil Jimenez,23
717169,482663,David Rackley,16
717170,503502,Ryan Blakney,12
717171,596809,Ryan Additon,18
717172,511890,Quinn Wolcott,17
717173,427053,Mark Carlson,13
717174,521251,Ben May,16
717175,427533,Mark Wegner,13
717176,605672,Jeremie Rehak,18
717177,483912,Mike Muchlinski,16
717178,489985,Chad Whitson,15
717179,554242,Edwin Moscoso,20
717180,545402,John Bacon,12
717181,596805,John Libka,19
717182,575629,Shane Livensparger,11
717183,605673,Alex Tosi,16
717184,482641,Adrian Johnson,11
717185,521889,Stu Scheurwater,20
717186,573769,Jeremy Riggs,21
717187,544728,Nic Lentz,21
717188,490319,Jordan Baker,23
717189,483919,Mark Ripperger,14
717190,427248,Dan Iassogna,19
717191,482666,D.J. Reyburn,21
717192,427413,Tony Randazzo,9
717193,427044,CB Bucknor,25
717194,483630,John Tumpane,19
717195,605670,Dan Merzel,8
717196,658292,Derek Thomas,15
717197,484499,Manny Gonzalez,15
717198,484198,Alan Porter,16
717199,427344,Bill Miller,17
717200,427093,Phil Cuzzi,30
717201,623938,Erich Bacchus,12
717202,547380,Carlos Torres,14
717203,483569,Vic Carapazza,18
717204,429805,Todd Tichenor,9
717205,427537,Hunter Wendelstedt,14
717206,427315,Alfonso Márquez,20
717207,503493,Sean Barber,17
717208,664263,Edwin Jimenez,22
717209,428442,James Hoye,18
717210,503490,Chris Segal,12
717211,483561,Lance Barrett,13
717212,427128,Rob Drake,19
717213,427013,Lance Barksdale,11
717214,503586,Tripp Gibson,16
717215,521051,Nick Mahrley,17
717216,427366,Brian O'Nora,21
717217,427286,Brian Knight,10
717218,596740,Jansen Visconti,19
717219,483564,Dan Bellino,12
717220,511890,Quinn Wolcott,18
717221,608093,Junior Valentine,17
717222,427164,Andy Fletcher,24
717223,427362,Jeff Nelson,18
717224,503502,Ryan Blakney,17
717225,427243,Marvin Hudson,14
717226,504381,Will Little,17
717227,577468,Roberto Ortiz,14
717228,605673,Alex Tosi,15
717229,427053,Mark Carlson,21
717230,503077,Adam Hamari,14
717231,594151,Ramon De Jesus,15
717232,483912,Mike Muchlinski,21
717233,427413,Tony Randazzo,17
717234,598411,Nestor Ceja,25
717235,482631,Mike Estabrook,23
717236,484183,Cory Blaser,14
717237,575629,Shane Livensparger,14
717238,596809,Ryan Additon,14
717239,483919,Mark Ripperger,13
717240,483569,Vic Carapazza,19
717241,621660,Emil Jimenez,11
717242,605674,Ryan Wills,16
717243,658292,Derek Thomas,20
717244,623949,Clint Vondrak,17
717245,605670,Dan Merzel,16
717246,607884,Paul Clemons,18
717247,639723,Brennan Miller,13
717248,427139,Doug Eddings,13
717249,573596,Pat Hoberg,14
717250,489985,Chad Whitson,21
717251,427554,Jim Wolf,18
717252,429805,Todd Tichenor,17
717253,521251,Ben May,19
717254,482641,Adrian Johnson,22
717255,427093,Phil Cuzzi,10
717256,427044,CB Bucknor,21
717257,427292,Ron Kulpa,13
717258,483630,John Tumpane,15
717259,482666,D.J. Reyburn,15
717260,664263,Edwin Jimenez,6
717261,623938,Erich Bacchus,15
717262,484499,Manny Gonzalez,18
717263,521051,Nick Mahrley,18
717264,427344,Bill Miller,29
717265,503586,Tripp Gibson,25
717266,427315,Alfonso Márquez,21
717267,427013,Lance Barksdale,16
717268,428442,James Hoye,10
717269,547380,Carlos Torres,13
717270,427286,Brian Knight,17
717271,503490,Chris Segal,23
717272,484198,Alan Porter,24
717273,608093,Junior Valentine,19
717274,483564,Dan Bellino,23
717275,427128,Rob Drake,22
717276,427537,Hunter Wendelstedt,18
717277,427366,Brian O'Nora,9
717278,503493,Sean Barber,22
717279,427243,Marvin Hudson,13
717280,504381,Will Little,14
717281,503077,Adam Hamari,18
717282,596740,Jansen Visconti,12
717283,644760,Adam Beck,22
717284,598411,Nestor Ceja,18
717285,596805,John Libka,28
717286,665576,Brock Ballou,15
717287,427129,Bruce Dreckman,16
717288,427413,Tony Randazzo,11
717289,427197,Chris Guccione,13
717290,605671,Charlie Ramos,14
717291,573769,Jeremy Riggs,21
717292,427164,Andy Fletcher,24
717293,623949,Clint Vondrak,19
717294,427053,Mark Carlson,17
717295,503502,Ryan Blakney,17
717296,623946,Malachi Moore,22
717297,483912,Mike Muchlinski,25
717298,665281,Brian Walsh,19
717299,429805,Todd Tichenor,13
717300,482641,Adrian Johnson,21
717301,621660,Emil Jimenez,20
717302,573597,Gabe Morales,18
717303,482663,David Rackley,16
717304,483561,Lance Barrett,25
717305,573596,Pat Hoberg,16
717306,482631,Mike Estabrook,21
717307,431232,Chad Fairchild,14
717308,484183,Cory Blaser,19
717309,594151,Ramon De Jesus,18
717310,483630,John Tumpane,12
717311,483569,Vic Carapazza,22
717312,427554,Jim Wolf,26
717313,427533,Mark Wegner,21
717314,482666,D.J. Reyburn,19
717315,665297,Tom Hanahan,17
717316,664263,Edwin Jimenez,15
717317,427286,Brian Knight,16
717318,639723,Brennan Miller,10
717319,605674,Ryan Wills,22
717320,484499,Manny Gonzalez,22
717321,608158,Nate Tomlinson,15
717322,596740,Jansen Visconti,16
717323,427537,Hunter Wendelstedt,15
717324,427139,Doug Eddings,16
717325,427292,Ron Kulpa,20
717326,605672,Jeremie Rehak,16
717327,484198,Alan Porter,24
717328,608093,Junior Valentine,27
717329,490319,Jordan Baker,22
717330,623938,Erich Bacchus,17
717331,521889,Stu Scheurwater,13
717332,427315,Alfonso Márquez,8
717333,665281,Brian Walsh,13
717334,427248,Dan Iassogna,14
717335,503493,Sean Barber,28
717336,428442,James Hoye,12
717337,427366,Brian O'Nora,20
717338,427129,Bruce Dreckman,22
717339,427243,Marvin Hudson,22
717340,598411,Nestor Ceja,13
717341,427164,Andy Fletcher,10
717342,644760,Adam Beck,11
717343,554242,Edwin Moscoso,10
717344,521051,Nick Mahrley,18
717345,544728,Nic Lentz,16
717346,665576,Brock Ballou,17
717347,658292,Derek Thomas,15
717348,573769,Jeremy Riggs,11
717349,503077,Adam Hamari,17
717350,483912,Mike Muchlinski,19
717351,605673,Alex Tosi,11
717352,503502,Ryan Blakney,22
717353,596805,John Libka,19
717354,484183,Cory Blaser,15
717355,605671,Charlie Ramos,18
717356,594151,Ramon De Jesus,14
717357,427413,Tony Randazzo,27
717358,573596,Pat Hoberg,12
717359,482631,Mike Estabrook,19
717360,573597,Gabe Morales,27
717361,427197,Chris Guccione,17
717362,623946,Malachi Moore,13
717363,483561,Lance Barrett,14
717364,482641,Adrian Johnson,14
717365,427554,Jim Wolf,21
717366,621660,Emil Jimenez,25
717367,427292,Ron Kulpa,18
717368,427139,Doug Eddings,17
717369,483630,John Tumpane,26
717370,623949,Clint Vondrak,19
717371,484499,Manny Gonzalez,17
717372,482663,David Rackley,11
717373,623945,Alex MacKay,17
717374,429805,Todd Tichenor,10
717375,665297,Tom Hanahan,18
717376,521251,Ben May,20
717377,608158,Nate Tomlinson,13
717378,483569,Vic Carapazza,21
717379,431232,Chad Fairchild,18
717380,577468,Roberto Ortiz,13
717381,547380,Carlos Torres,21
717382,605674,Ryan Wills,6
717383,664263,Edwin Jimenez,16
717384,482666,D.J. Reyburn,13
717385,427286,Brian Knight,15
717386,427248,Dan Iassogna,15
717387,665576,Brock Ballou,21
717388,596740,Jansen Visconti,19
717389,484183,Cory Blaser,26
717390,427537,Hunter Wendelstedt,23
717391,596809,Ryan Additon,20
717392,427366,Brian O'Nora,20
717393,623938,Erich Bacchus,14
717394,521051,Nick Mahrley,16
717395,605670,Dan Merzel,24
717396,665281,Brian Walsh,13
717397,575629,Shane Livensparger,11
717398,639723,Brennan Miller,21
717399,605672,Jeremie Rehak,22
717400,605673,Alex Tosi,19
717401,428442,James Hoye,12
717402,427129,Bruce Dreckman,17
717403,427362,Jeff Nelson,18
717404,608093,Junior Valentine,15
717405,427292,Ron Kulpa,19
717406,427243,Marvin Hudson,22
717407,427344,Bill Miller,18
717408,427093,Phil Cuzzi,18
717409,544728,Nic Lentz,24
717410,503077,Adam Hamari,17
717411,554242,Edwin Moscoso,23
717412,598411,Nestor Ceja,24
717413,427413,Tony Randazzo,21
717414,427013,Lance Barksdale,11
717415,483919,Mark Ripperger,13
717416,490319,Jordan Baker,13
717417,596805,John Libka,17
717418,483564,Dan Bellino,19
717419,503490,Chris Segal,20
717420,427197,Chris Guccione,15
717422,483919,Mark Ripperger,11
717423,623949,Clint Vondrak,18
717424,427315,Alfonso Márquez,24
717425,427344,Bill Miller,16
717426,554242,Edwin Moscoso,19
717427,482663,David Rackley,19
717428,427362,Jeff Nelson,28
717429,577468,Roberto Ortiz,15
717430,664263,Edwin Jimenez,16
717431,427164,Andy Fletcher,20
717432,644760,Adam Beck,13
717433,623945,Alex MacKay,18
717434,622329,Randy Rosenberg,16
717435,621660,Emil Jimenez,15
717436,482666,D.J. Reyburn,28
717437,504381,Will Little,16
717438,608158,Nate Tomlinson,13
717439,427128,Rob Drake,21
717440,573596,Pat Hoberg,16
717441,594151,Ramon De Jesus,20
717442,623938,Erich Bacchus,17
717443,658292,Derek Thomas,15
717444,483630,John Tumpane,17
717445,483561,Lance Barrett,23
717446,521251,Ben May,13
717447,484198,Alan Porter,12
717448,483564,Dan Bellino,9
717449,427093,Phil Cuzzi,13
717450,573597,Gabe Morales,11
717451,575629,Shane Livensparger,16
717452,503077,Adam Hamari,13
717453,427366,Brian O'Nora,17
717454,428442,James Hoye,14
717455,427139,Doug Eddings,21
717456,665281,Brian Walsh,13
717457,573769,Jeremy Riggs,14
717458,483912,Mike Muchlinski,19
717459,503502,Ryan Blakney,21
717460,483569,Vic Carapazza,22
717461,482641,Adrian Johnson,23
717462,596805,John Libka,21
717463,639723,Brennan Miller,14
717464,503493,Sean Barber,12
717465,665297,Tom Hanahan,15
717466,427197,Chris Guccione,19
717467,598411,Nestor Ceja,16
717468,554242,Edwin Moscoso,29
717469,427053,Mark Carlson,15
717470,503586,Tripp Gibson,11
717471,427554,Jim Wolf,14
717472,605671,Charlie Ramos,23
717473,605674,Ryan Wills,17
717474,482631,Mike Estabrook,27
717475,427248,Dan Iassogna,11
717476,489985,Chad Whitson,18
717477,427013,Lance Barksdale,19
717478,427299,Jerry Layne,16
717479,623949,Clint Vondrak,19
717480,596809,Ryan Additon,12
717481,484499,Manny Gonzalez,16
717482,427093,Phil Cuzzi,21
717483,427164,Andy Fletcher,13
717484,484198,Alan Porter,7
717485,577468,Roberto Ortiz,18
717486,664263,Edwin Jimenez,15
717487,644760,Adam Beck,15
717488,427362,Jeff Nelson,18
717489,490319,Jordan Baker,15
717490,427315,Alfonso Márquez,14
717491,482663,David Rackley,20
717492,482666,D.J. Reyburn,22
717493,511890,Quinn Wolcott,13
717494,427344,Bill Miller,22
717495,573596,Pat Hoberg,15
717496,608158,Nate Tomlinson,15
717497,521051,Nick Mahrley,21
717498,504381,Will Little,21
717499,483630,John Tumpane,26
717500,483919,Mark Ripperger,15
717501,503493,Sean Barber,13
717502,521251,Ben May,17
717503,623938,Erich Bacchus,22
717504,658292,Derek Thomas,12
717505,483569,Vic Carapazza,19
717506,428442,James Hoye,18
717507,621660,Emil Jimenez,12
717508,573597,Gabe Morales,18
717509,594151,Ramon De Jesus,16
717510,575629,Shane Livensparger,20
717511,573769,Jeremy Riggs,16
717512,427366,Brian O'Nora,6
717513,665297,Tom Hanahan,16
717514,427128,Rob Drake,14
717515,427044,CB Bucknor,15
717516,483561,Lance Barrett,23
717517,482641,Adrian Johnson,13
717518,639723,Brennan Miller,18
717519,554242,Edwin Moscoso,18
717520,489985,Chad Whitson,23
717521,431232,Chad Fairchild,15
717522,427139,Doug Eddings,25
717523,596805,John Libka,14
717524,605670,Dan Merzel,16
717525,521889,Stu Scheurwater,19
717526,503490,Chris Segal,19
717527,427537,Hunter Wendelstedt,14
717528,547380,Carlos Torres,9
717529,482631,Mike Estabrook,16
717530,658082,Jacob Metz,24
717531,483912,Mike Muchlinski,15
717532,427554,Jim Wolf,22
717533,427315,Alfonso Márquez,17
717534,427197,Chris Guccione,23
717535,623946,Malachi Moore,13
717536,484198,Alan Porter,11
717537,503502,Ryan Blakney,13
717538,427053,Mark Carlson,22
717539,605674,Ryan Wills,11
717540,608093,Junior Valentine,13
717541,427164,Andy Fletcher,20
717542,577468,Roberto Ortiz,17
717543,664263,Edwin Jimenez,13
717544,623949,Clint Vondrak,13
717545,427013,Lance Barksdale,9
717546,605672,Jeremie Rehak,26
717547,605673,Alex Tosi,23
717548,490319,Jordan Baker,14
717549,594151,Ramon De Jesus,21
717550,596809,Ryan Additon,14
717551,503586,Tripp Gibson,13
717552,482666,D.J. Reyburn,18
717553,427243,Marvin Hudson,16
717554,427344,Bill Miller,11
717555,482663,David Rackley,20
717556,427129,Bruce Dreckman,19
717557,427362,Jeff Nelson,19
717558,503493,Sean Barber,15
717559,605671,Charlie Ramos,11
717560,427128,Rob Drake,26
717561,623938,Erich Bacchus,20
717562,511890,Quinn Wolcott,16
717563,596740,Jansen Visconti,23
717564,483630,John Tumpane,18
717565,427292,Ron Kulpa,17
717566,621660,Emil Jimenez,11
717567,483912,Mike Muchlinski,14
717568,428442,James Hoye,21
717569,521889,Stu Scheurwater,21
717570,521251,Ben May,18
717571,544728,Nic Lentz,12
717572,623945,Alex MacKay,20
717573,573769,Jeremy Riggs,15
717574,608158,Nate Tomlinson,11
717575,596805,John Libka,12
717576,489985,Chad Whitson,16
717577,482631,Mike Estabrook,20
717578,483561,Lance Barrett,20
717579,554242,Edwin Moscoso,17
717580,503490,Chris Segal,19
717581,547380,Carlos Torres,20
717582,427554,Jim Wolf,18
717583,483564,Dan Bellino,17
717584,664265,Jose Navas,16
717585,431232,Chad Fairchild,19
717586,427537,Hunter Wendelstedt,17
717587,658292,Derek Thomas,17
717588,665297,Tom Hanahan,22
717589,504381,Will Little,22
717590,639723,Brennan Miller,21
717591,427164,Andy Fletcher,13
717592,577468,Roberto Ortiz,20
717593,623949,Clint Vondrak,15
717594,427139,Doug Eddings,8
717595,427197,Chris Guccione,15
717596,608093,Junior Valentine,23
717597,664263,Edwin Jimenez,15
717598,484198,Alan Porter,16
717599,605674,Ryan Wills,12
717600,429805,Todd Tichenor,13
717601,605670,Dan Merzel,22
717602,427053,Mark Carlson,21
717603,605672,Jeremie Rehak,16
717604,503502,Ryan Blakney,30
717605,623946,Malachi Moore,17
717606,427362,Jeff Nelson,24
717607,596740,Jansen Visconti,14
717608,427344,Bill Miller,24
717609,605673,Alex Tosi,19
717610,482666,D.J. Reyburn,17
717611,596809,Ryan Additon,13
717612,503493,Sean Barber,15
717613,427013,Lance Barksdale,16
717614,427248,Dan Iassogna,17
717615,511890,Quinn Wolcott,19
717616,482663,David Rackley,19
717617,665297,Tom Hanahan,18
717618,665576,Brock Ballou,17
717619,427533,Mark Wegner,22
717620,427413,Tony Randazzo,18
717621,427315,Alfonso Márquez,22
717622,545402,John Bacon,18
717623,482608,Scott Barry,19
717624,623938,Erich Bacchus,23
717625,504381,Will Little,20
717626,484499,Manny Gonzalez,17
717627,598411,Nestor Ceja,17
717628,658082,Jacob Metz,16
717629,644760,Adam Beck,18
717630,429805,Todd Tichenor,14
717631,544728,Nic Lentz,16
717632,521889,Stu Scheurwater,13
717633,623945,Alex MacKay,24
717634,483564,Dan Bellino,16
717635,665281,Brian Walsh,18
717636,547380,Carlos Torres,16
717637,503077,Adam Hamari,14
717638,428442,James Hoye,17
717639,483912,Mike Muchlinski,19
717640,608158,Nate Tomlinson,15
717641,427554,Jim Wolf,14
717642,596805,John Libka,13
717643,664265,Jose Navas,13
717644,554242,Edwin Moscoso,17
717645,573597,Gabe Morales,23
717646,483919,Mark Ripperger,19
717647,483561,Lance Barrett,26
717648,605670,Dan Merzel,17
717649,427129,Bruce Dreckman,20
717650,431232,Chad Fairchild,18
717651,573596,Pat Hoberg,17
717652,575629,Shane Livensparger,21
717653,605673,Alex Tosi,17
717654,664263,Edwin Jimenez,20
717655,427164,Andy Fletcher,11
717656,482631,Mike Estabrook,17
717657,594151,Ramon De Jesus,21
717658,427197,Chris Guccione,14
717659,623946,Malachi Moore,21
717660,484183,Cory Blaser,16
717661,608093,Junior Valentine,20
717662,484198,Alan Porter,21
717663,665576,Brock Ballou,17
717664,427520,Larry Vanover,22
717665,482663,David Rackley,20
717666,427093,Phil Cuzzi,10
717667,623949,Clint Vondrak,14
717668,596809,Ryan Additon,14
717669,427413,Tony Randazzo,24
717670,427366,Brian O'Nora,21
717671,605674,Ryan Wills,15
717672,658292,Derek Thomas,15
717673,623938,Erich Bacchus,9
717674,511890,Quinn Wolcott,17
717675,482666,D.J. Reyburn,17
717676,521051,Nick Mahrley,17
717677,605672,Jeremie Rehak,21
717678,503493,Sean Barber,18
717679,547380,Carlos Torres,16
717680,521889,Stu Scheurwater,17
717681,427013,Lance Barksdale,14
717682,598411,Nestor Ceja,16
717683,608158,Nate Tomlinson,14
717684,483564,Dan Bellino,16
717685,429805,Todd Tichenor,17
717686,427248,Dan Iassogna,13
717687,427164,Andy Fletcher,25
717688,484499,Manny Gonzalez,15
717689,427315,Alfonso Márquez,21
717690,665297,Tom Hanahan,22
717691,665281,Brian Walsh,16
717692,504381,Will Little,16
717693,554242,Edwin Moscoso,20
717694,658082,Jacob Metz,19
717695,428442,James Hoye,19
717696,427129,Bruce Dreckman,12
717697,482641,Adrian Johnson,12
717698,644760,Adam Beck,17
717699,482631,Mike Estabrook,15
717700,483569,Vic Carapazza,18
717701,605673,Alex Tosi,21
717702,482663,David Rackley,19
717703,483912,Mike Muchlinski,13
717704,623945,Alex MacKay,25
717705,503586,Tripp Gibson,22
717706,573596,Pat Hoberg,13
717707,503077,Adam Hamari,14
717708,521251,Ben May,14
717709,544728,Nic Lentz,13
717710,427139,Doug Eddings,19
717711,573597,Gabe Morales,21
717712,573769,Jeremy Riggs,15
717713,605670,Dan Merzel,13
717714,608093,Junior Valentine,12
717715,427243,Marvin Hudson,22
717716,483919,Mark Ripperger,23
717717,427554,Jim Wolf,23
717718,575629,Shane Livensparger,18
717719,427366,Brian O'Nora,9
717720,483561,Lance Barrett,19
717721,503490,Chris Segal,16
717722,511890,Quinn Wolcott,23
717723,431232,Chad Fairchild,10
717724,427128,Rob Drake,14
717725,490319,Jordan Baker,26
717726,427413,Tony Randazzo,14
717727,427299,Jerry Layne,12
717728,605674,Ryan Wills,16
717729,427044,CB Bucknor,18
717730,483630,John Tumpane,16
717731,608158,Nate Tomlinson,19
717732,484198,Alan Porter,16
717733,484499,Manny Gonzalez,24
717734,427292,Ron Kulpa,16
717735,639723,Brennan Miller,20
717736,429805,Todd Tichenor,18
717737,483569,Vic Carapazza,9
717738,427248,Dan Iassogna,18
717739,598411,Nestor Ceja,15
717740,594151,Ramon De Jesus,16
717741,605672,Jeremie Rehak,15
717742,427537,Hunter Wendelstedt,10
717743,427093,Phil Cuzzi,14
717744,665297,Tom Hanahan,11
717745,489985,Chad Whitson,16
717746,427286,Brian Knight,16
717747,665281,Brian Walsh,21
717748,658082,Jacob Metz,32
717749,665576,Brock Ballou,13
717750,554242,Edwin Moscoso,15
717751,427315,Alfonso Márquez,18
717752,644760,Adam Beck,18
717753,547380,Carlos Torres,21
717754,577468,Roberto Ortiz,16
717755,521051,Nick Mahrley,23
717756,482641,Adrian Johnson,26
717757,503077,Adam Hamari,22
717758,482663,David Rackley,14
717759,503493,Sean Barber,20
717760,573596,Pat Hoberg,17
717761,623945,Alex MacKay,21
717762,573769,Jeremy Riggs,15
717763,427243,Marvin Hudson,19
717764,427362,Jeff Nelson,14
717765,427139,Doug Eddings,17
717766,427344,Bill Miller,22
717767,573597,Gabe Morales,31
717768,605671,Charlie Ramos,15
717769,608093,Junior Valentine,7
717770,482608,Scott Barry,16
717771,483564,Dan Bellino,19
717772,503490,Chris Segal,15
717773,483912,Mike Muchlinski,17
717774,511890,Quinn Wolcott,11
717775,427299,Jerry Layne,13
717776,427366,Brian O'Nora,20
717777,521251,Ben May,10
717778,427413,Tony Randazzo,14
717779,427128,Rob Drake,17
717780,483561,Lance Barrett,15
717781,503586,Tripp Gibson,18
717782,483630,John Tumpane,14
717783,483919,Mark Ripperger,25
717784,427053,Mark Carlson,15
717785,483569,Vic Carapazza,16
717786,427554,Jim Wolf,13
717787,427292,Ron Kulpa,19
717788,544728,Nic Lentz,18
717789,484499,Manny Gonzalez,17
717790,490319,Jordan Baker,18
717791,427248,Dan Iassogna,12
717792,594151,Ramon De Jesus,21
717793,427044,CB Bucknor,19
717794,431232,Chad Fairchild,17
717795,608158,Nate Tomlinson,22
717796,598411,Nestor Ceja,13
717797,482641,Adrian Johnson,15
717798,521051,Nick Mahrley,19
717799,605674,Ryan Wills,17
717800,665297,Tom Hanahan,17
717801,665576,Brock Ballou,14
717802,623938,Erich Bacchus,20
717803,605670,Dan Merzel,16
717804,596805,John Libka,16
717805,427537,Hunter Wendelstedt,19
717806,489985,Chad Whitson,19
717807,623946,Malachi Moore,11
717808,644760,Adam Beck,13
717809,427093,Phil Cuzzi,26
717810,605673,Alex Tosi,10
717811,577468,Roberto Ortiz,19
717812,596809,Ryan Additon,19
717813,547380,Carlos Torres,19
717814,427362,Jeff Nelson,18
717815,482631,Mike Estabrook,18
717816,521889,Stu Scheurwater,12
717817,608093,Junior Valentine,10
717818,573597,Gabe Morales,17
717819,503077,Adam Hamari,17
717820,427197,Chris Guccione,17
717821,482666,D.J. Reyburn,16
717822,427243,Marvin Hudson,23
717823,573596,Pat Hoberg,14
717824,483564,Dan Bellino,19
717825,427286,Brian Knight,14
717826,658082,Jacob Metz,15
717827,596740,Jansen Visconti,17
717828,482663,David Rackley,19
717829,623945,Alex MacKay,15
717830,427299,Jerry Layne,16
717831,521251,Ben May,22
717832,511890,Quinn Wolcott,17
717833,427113,Laz Diaz,19
717834,428442,James Hoye,11
717835,503502,Ryan Blakney,20
717836,427013,Lance Barksdale,12
717837,427344,Bill Miller,21
717838,483569,Vic Carapazza,19
717839,482608,Scott Barry,15
717840,623949,Clint Vondrak,22
717841,573769,Jeremy Riggs,17
717842,427164,Andy Fletcher,9
717843,427248,Dan Iassogna,15
717844,427292,Ron Kulpa,15
717845,503490,Chris Segal,17
717846,575629,Shane Livensparger,20
717847,427139,Doug Eddings,17
717848,504381,Will Little,16
717849,665281,Brian Walsh,26
717850,596805,John Libka,18
717851,427537,Hunter Wendelstedt,18
717852,483919,Mark Ripperger,14
717853,665576,Brock Ballou,17
717854,427366,Brian O'Nora,24
717855,521051,Nick Mahrley,17
717856,644760,Adam Beck,12
717857,605670,Dan Merzel,12
717858,623946,Malachi Moore,16
717859,427044,CB Bucknor,17
717860,427128,Rob Drake,13
717861,503077,Adam Hamari,21
717862,484499,Manny Gonzalez,18
717863,427413,Tony Randazzo,16
717864,605673,Alex Tosi,21
717865,554242,Edwin Moscoso,11
717866,621660,Emil Jimenez,16
717867,427243,Marvin Hudson,32
717868,598411,Nestor Ceja,10
717869,605674,Ryan Wills,24
717870,547380,Carlos Torres,16
717871,573597,Gabe Morales,22
717872,482666,D.J. Reyburn,16
717873,521889,Stu Scheurwater,17
717874,608158,Nate Tomlinson,8
717875,482641,Adrian Johnson,22
717876,489985,Chad Whitson,19
717877,596809,Ryan Additon,15
717878,482608,Scott Barry,15
717879,573596,Pat Hoberg,14
717880,427093,Phil Cuzzi,16
717881,623938,Erich Bacchus,9
717882,427362,Jeff Nelson,19
717883,428442,James Hoye,17
717884,596740,Jansen Visconti,17
717885,554242,Edwin Moscoso,21
717886,608093,Junior Valentine,21
717887,577468,Roberto Ortiz,16
717888,503502,Ryan Blakney,18
717889,575629,Shane Livensparger,17
717890,427299,Jerry Layne,20
717891,427292,Ron Kulpa,26
717892,427286,Brian Knight,18
717893,484198,Alan Porter,16
717894,427164,Andy Fletcher,19
717895,504381,Will Little,22
717896,427315,Alfonso Márquez,15
717897,623949,Clint Vondrak,11
717898,658082,Jacob Metz,13
717899,427129,Bruce Dreckman,11
